"","X","Gp","Ep","Sp","ESGIp","spreads","country","year","real_interest_rate","yearQ","quarter","total_debt","debt_to_GDP","fx","nonbank_domestic_debt","bank_domestic_debt","official_domestic_debt","domestic_debt","nonbank_foreign_debt","bank_foreign_debt","official_foreign_debt","foreign_debt","woe_country_code","GDP_cte","GDP_cur","GDP_per_cap_cte","inflation_mean","inflation_end","unemployment","lending_borroeing_rate","account_balance","develop","ln_GDP_cte","ln_GDP_cur","ln_GDP_per_cap_cte","taxes","vix_EUA","vix_EUR","Scale","nominal_rate","GDP_per_cap_cur_USD","ln_GDP_per_cap_cur","yearnum","post_08","post_09","post_15","post_16","post_17","ticker","fx_volatility","less_20","bet_20_40","bet_40_60","bet_60_80","bet_80_100","more_100","fx_return","int_liq"
"271","Hungary-2018",61.786469526744,28.9576130323734,84.8910271198175,65.0341906161418,0.3258,"Hungary","2018",-2.9252481511617,"2018Q4",4,29666.12425,72.2371247937321,0.00365751930080814,9973.742,9196.975,19226.3605,19226.3605,7100.7675,627.16125,2711.83475,10439.76375,944,5094,314500,5309,2.849,2.749,3.708,-2.149,-1.5e-05,"EM",8.5358186555394,12.6587393551226,8.57715877258367,15.9984757412173,16.5691015625,16.331809375,"Units",0.9,16150.7727613725,9.68972317650747,2018,"YES","YES","YES","YES","YES","15",12.887604553814,"NO","NO","NO","YES","YES","NO",0.0442451446252796,30068.2704060416
"272","Hungary-2019",61.0978314110542,30.3213454904406,85.6146920018464,64.7443853802966,0.0924999999999998,"Hungary","2019",-2.60812758230893,"2019Q4",4,30735.35775,68.0197854582273,0.00341877048145647,10885.9805,9175.225,20103.7945,20103.7945,7224.244,637.4665,2769.8525,10631.56325,944,4928,335752,4981,3.371,4.033,3.418,-2.048,-0.000774,"EM",8.50268850521336,12.7241280711808,8.51338595307328,NA,15.3830078125,15.04932421875,"Units",0.9,16475.7418389402,9.70964438651723,2019,"YES","YES","YES","YES","YES","15",8.55038855798237,"NO","NO","NO","YES","YES","NO",-0.0123999483242533,30288.204374707
"273","India-2004",0,38.0659191049305,0,0,2.3358,"India","2004",4.91012830381202,"2004Q4",4,24766.774,85.6542239226522,0.0223445895925616,15325.50325,6916.8975,22857.67325,22857.67325,2.37875,9.7595,1896.9625,1909.10075,534,7849,2875.556,6160,3.824,4.233,NA,-9.062,-0.000342,"EM",8.96814141412681,7.96400132583811,8.72583205652757,34.0676636632917,15.4567938931298,18.8862977099237,"Units",6,627.774247283919,6.44218062299293,2004,"NO","NO","NO","NO","NO","17",0.786720700424132,"NO","NO","NO","NO","YES","NO",NA,NA
"274","India-2005",4.26424866919759,38.5403293660185,4.55465838107614,4.3196906452057,2.7229,"India","2005",4.85514517245753,"2005Q4",4,27594.6125,83.8074884489429,0.0226894303162466,17762.71875,7295.5925,25687.03125,25687.03125,2.341,9.605,1895.635,1907.58125,534,9285,3240.424,7607,4.404,4.882,NA,-7.368,-1.187,"EM",9.13615547378681,8.08345946442193,8.9368241549973,35.9335681932562,12.7798461538462,14.031135,"Units",6.25,714.861013495661,6.57208813707911,2005,"NO","NO","NO","NO","NO","17",0.811513073436933,"NO","NO","NO","NO","YES","NO",NA,NA
"275","India-2006",6.41476335751488,39.3230384812097,7.59757758577867,6.69083309571538,2.9088,"India","2006",2.57060670201817,"2006Q4",4,30277.0065,80.1970861457612,0.0222402947655301,20081.0005,7372.7675,28236.5805,28236.5805,4.56325,18.7225,2017.14025,2040.426,534,9264,3647.774,7618,6.697,7.001,NA,-6.321,-1.008,"EM",9.13389119981278,8.20187239752075,8.93826914703855,39.4983395125723,12.7803846153846,16.5267488461538,"Units",7.25,806.753280628799,6.69301789739892,2006,"NO","NO","NO","NO","NO","17",0.822195855779864,"NO","NO","NO","NO","YES","NO",0.0151982980127142,NA
"276","India-2007",7.94677768815169,39.8300647411527,11.951960456331,8.81018918801573,3.7698,"India","2007",5.68184406332425,"2007Q4",4,33401.4415,75.8189819416858,0.024503264555968,21802.7075,8670.535,31383.2875,31383.2875,12.384,50.80825,1954.9615,2018.154,534,9801,4112.907,8180,6.204,6.283,NA,-4.505,-1.27,"EM",9.19023970026918,8.32188535674211,9.00944742959679,43.9209428942821,17.4525670498084,19.6144287356322,"Units",7.75,1028.33477107667,6.93569604580006,2007,"NO","NO","NO","NO","NO","17",1.80006285606185,"NO","NO","NO","YES","YES","NO",-0.0201946761700574,NA
"277","India-2008",9.01205154256788,39.400991217299,16.0283180452243,10.4281225625936,3.0497,"India","2008",3.77175624975725,"2008Q4",4,37513.5165,73.1720623765466,0.0225590080641634,23776.46825,10137.7525,35060.35825,35060.35825,20.67825,113.34425,2319.13575,2453.15825,534,3891,4356.042,2387,9.089,9.36,NA,-8.982,-2.28,"EM",8.26642147298455,8.37931912587965,7.77779262633883,45.2283103406782,32.5826717557252,33.7087614503817,"Units",6.5,998.522339019268,6.90627652518374,2008,"YES","NO","NO","NO","NO","17",3.51275049423285,"NO","NO","NO","YES","YES","NO",0.0923538080107252,NA
"278","India-2009",9.40168233954729,38.2739294428685,22.5158842520556,11.9328745424545,3.7522,"India","2009",4.80859210832915,"2009Q4",4,42560.79,75.2680817301883,0.0206882490716826,25380.053,13159.68,39817.528,39817.528,48.925,87.062,2607.275,2743.262,534,8480,4761.455,6942,12.314,10.538,NA,-9.534,-2.815,"EM",9.04546572878595,8.46830857278612,8.84534519642173,50.2709520503202,31.5984942084942,33.6347776061776,"Units",4.75,1101.96084002239,7.00484645371158,2009,"YES","YES","NO","NO","NO","17",1.41556465648299,"NO","NO","NO","YES","YES","NO",-0.0861853715497862,NA
"279","India-2010",11.0212280918764,38.4059776789417,27.4434417394984,14.2046683233899,4.6255,"India","2010",-1.98385922230245,"2010Q4",4,47734.675,70.9571663125261,0.0220483071000257,27705.86225,14486.4875,44870.01225,44870.01225,116.9625,102.88875,2644.81175,2864.66275,534,10260,5311.154,8730,10.528,9.166,NA,-8.626,-2.802,"EM",9.23600811872476,8.57756441642453,9.07452064883365,43.3847617348911,22.494578313253,26.3612714859438,"Units",6.25,1357.56371913262,7.21344698929408,2010,"YES","YES","NO","NO","NO","17",0.890261042036928,"NO","NO","NO","YES","YES","NO",-0.090426163470811,NA
"280","India-2011",12.1207209441537,39.3163924210703,21.7823599392403,14.0253338070006,6.6908,"India","2011",1.31798179926061,"2011Q4",4,53983.1315,67.432107951358,0.0209932289240989,30166.59825,16405.5125,50558.80825,50558.80825,263.062,153.05825,3008.20275,3424.32325,534,6638,5782.036,5190,9.5,8.781,NA,-8.349,-4.29,"EM",8.80056599227992,8.66251114877621,8.55448897615993,48.3843778852168,24.2025793650794,30.0778968253968,"Units",8.5,1458.10352686177,7.28489191612582,2011,"YES","YES","NO","NO","NO","17",2.65165011804088,"NO","NO","NO","YES","YES","NO",0.0616853721318825,NA
"281","India-2012",12.5627471031733,38.1623973245126,35.1056208939794,16.9270756159939,6.2926,"India","2012",2.47351954152821,"2012Q4",4,61632.825,67.1590792472339,0.0186347895217583,33009.25725,18943.185,57678.14975,57678.14975,343.2765,234.8615,3376.53675,3954.67525,534,5456,6214.485,4055,10,10.488,NA,-7.55,-4.806,"EM",8.6044711995233,8.73463813647278,8.30770596654951,44.8389100348776,17.8154901960784,24.5842854901961,"Units",8,1443.87952939042,7.27508888757245,2012,"YES","YES","NO","NO","NO","17",2.2527930760461,"NO","NO","NO","YES","YES","NO",-0.0502580227053915,NA
"282","India-2013",14.6104636225349,38.9887153176031,37.4431781316623,19.0803001110028,5.7968,"India","2013",3.86599286270871,"2013Q4",4,69673.229,67.0477580840608,0.0168054502739684,37270.4595,21440.225,65440.947,65440.947,346.62525,220.073,3665.58375,4232.282,534,6386,6727.337,5005,9.4,7.663,NA,-7,-1.737,"EM",8.76186337327473,8.81393465339635,8.51819269174932,46.5792127739105,14.2290310077519,18.533330620155,"Units",7.75,1449.6059123387,7.27904701388049,2013,"YES","YES","NO","NO","NO","17",3.93970519860186,"NO","NO","NO","YES","YES","NO",-0.126561096898186,276493.267092374
"283","India-2014",17.3261567900627,38.217736304812,42.2329222041121,22.1186338632383,5.6858,"India","2014",6.69517609043589,"2014Q4",4,78209.4425,66.5977794348137,0.0163249801916797,43425.4795,23506.925,73267.852,73267.852,1015.04025,153.51525,3773.0355,4941.5905,534,7410,7359.577,6015,5.8,5.272,NA,-7.071,-1.314,"EM",8.91058571829013,8.90375773724521,8.70201162840878,47.6731165160931,14.1312109375,18.281921875,"Units",8,1573.88149211052,7.36130013523466,2014,"YES","YES","NO","NO","NO","17",1.09168116427708,"NO","NO","NO","YES","YES","NO",-0.10885392643264,303454.87492727
"284","India-2015",21.0263890343277,37.3148559942249,48.3598929310161,26.1912683093342,5.4916,"India","2015",7.55648790825429,"2015Q4",4,87272.074,67.4327090766543,0.0154874810105085,50173.67275,26308.875,81916.42275,81916.42275,1369.73625,122.713,3863.20175,5355.65125,534,7996,8030.815,6594,4.9,5.259,NA,-7.203,-1.05,"EM",8.98669669562029,8.99104129618661,8.79391542363168,42.8559410359832,16.7210116731517,23.9926661478599,"Units",6.75,1605.60543355488,7.38125618160376,2015,"YES","YES","YES","NO","NO","17",1.62324398913203,"NO","NO","NO","YES","YES","NO",-0.0294315874596623,334310.993025188
"285","India-2016",23.2171739160637,37.0581837028556,52.2475041223717,28.6769468589229,4.0707,"India","2016",6.23271201650924,"2016Q4",4,97971.0315,68.1958159067695,0.0148955047141542,54924.20725,29830.575,92135.06475,92135.06475,1480.9185,126.66825,4228.3795,5835.96675,534,8256,8783.888,6851,4.5,3.569,NA,-7.118,-0.000626,"EM",9.01869548772134,9.08067441321265,8.8321499060029,41.254222699108,15.863488372093,23.5903348837209,"Units",6.25,1732.56426178428,7.45735782231515,2016,"YES","YES","YES","YES","NO","17",0.62497284814273,"NO","NO","NO","YES","YES","NO",-0.0540758810682628,341145.194692363
"286","India-2017",25.8205248930879,37.7082714096081,56.9314460420258,31.7216994446611,4.9206,"India","2017",5.52162187597864,"2017Q4",4,108318.8625,67.742741748413,0.0154533960532197,61881.24675,32667.05,102031.53675,102031.53675,1882.3695,185.61275,4219.34375,6287.32575,534,7044,9579.686,5654,3.602,4.594,NA,-6.361,-1.834,"EM",8.8599314696161,9.16740009380979,8.64011853825354,44.1572934195377,11.0908914728682,14.7667779069768,"Units",6,1981.6510498992,7.59168563980295,2017,"YES","YES","YES","YES","YES","17",1.25465572551049,"NO","NO","NO","YES","YES","NO",-0.0397419428018267,389350.147912134
"287","India-2018",27.5796542947634,38.3193057919792,60.9279174208283,33.9583013785669,4.6848,"India","2018",4.68518655219081,"2018Q4",4,120203.404,67.2834352820563,0.0145172535776875,72180.10925,34131.505,113441.67925,113441.67925,1790.291,230.64575,4740.78825,6761.72475,534,6120,10413.608,4742,3.428,2.465,NA,-6.27,-2.108,"EM",8.71931737550637,9.25086869137812,8.46421426662535,NA,16.5691015625,16.331809375,"Units",6.5,2005.86300452403,7.60382967333041,2018,"YES","YES","YES","YES","YES","17",3.27585690897799,"NO","NO","NO","YES","YES","NO",0.0361015363318326,374425.187183508
"288","India-2019",29.1448029938913,39.6453804369624,64.7802486447273,36.0712500778955,4.6375,"India","2019",6.99373242447807,"2019Q4",4,133281.6785,68.4336392413963,0.0142861237734248,80102.9285,36163.55,126311.3635,126311.3635,1656.31925,295.6225,5018.3735,6970.315,534,4228,11043.18,2875,4.536,5.766,NA,-7.442,-1.126,"EM",8.34948434699013,9.30956832183279,7.96380795323145,NA,15.3830078125,15.04932421875,"Units",5.15,2104.14590003333,7.65166491557571,2019,"YES","YES","YES","YES","YES","17",1.01277225977337,"NO","NO","NO","YES","YES","NO",-0.0644848194269401,432378.384523969
"289","Indonesia-2004",1.04064271943075,52.0137038376529,46.6972773709333,11.2412427565091,6.2028,"Indonesia","2004",5.13441023123413,"2004Q4",4,1271733.961,54.0059609017856,0.000109840619059762,41109.165,332143.5,644020.665,644020.665,299.86175,19471.721,607941.71375,627713.29625,536,5031,1245.405,3554,6.06,6.385,9.86,-0.00026,1.881,"EM",8.52337405049132,7.12721605720466,8.1758290087146,28.1862969911652,15.4567938931298,18.8862977099237,"Units",9.75,1150.26131499565,7.04774442597537,2004,"NO","NO","NO","NO","NO","16",330.514755623901,"NO","NO","YES","YES","NO","NO",NA,NA
"290","Indonesia-2005",5.85139101156449,51.9632404987407,46.3414566842028,14.9753117339873,9.2329,"Indonesia","2005",-0.245735467014808,"2005Q4",4,1305584.5055,46.8480900610457,0.000101790661295218,35571.89725,305054.625,630646.77225,630646.77225,686.36725,44569.725,629681.641,674937.73325,536,5693,1357.299,4206,10.465,17.138,11.24,0.000424,0.000513,"EM",8.64699262895108,7.21325197454685,8.34426735626264,NA,12.7798461538462,14.031135,"Units",9.75,1263.28732054575,7.14147258701348,2005,"NO","NO","NO","NO","NO","16",341.875897809304,"NO","NO","YES","YES","NO","NO",NA,NA
"291","Indonesia-2006",10.0036990942528,51.0747153835181,53.0954268344855,19.53158478007,5.4728,"Indonesia","2006",1.65815142163524,"2006Q4",4,1303802.964,38.2924224363816,0.000109217041874934,36448.03675,293916.75,635715.53675,635715.53675,1487.303,96579.0395,570021.08525,668087.42725,536,5501,1475.301,4018,13.101,6.585,10.28,0.000372,2.408,"EM",8.61268517287546,7.29661731575153,8.29853954537488,NA,12.7803846153846,16.5267488461538,"Units",9.75,1589.80148866142,7.3713644375214,2006,"NO","NO","NO","NO","NO","16",172.893214404229,"NO","YES","NO","NO","NO","NO",-0.0790834607233505,NA
"292","Indonesia-2007",13.7028380341793,51.2071294567308,55.7641616122572,23.0012619564681,5.9948,"Indonesia","2007",2.33967409088073,"2007Q4",4,1354062.9015,33.5951684008266,0.000108933772715114,59379.35,315126.5,658929.6,658929.6,12414.31725,121863.5455,560855.439,695133.30175,536,6345,1611.057,4850,6.32,5.794,9.11,-0.000947,1.445,"EM",8.75542238014849,7.38464576430152,8.48673398393153,NA,17.4525670498084,19.6144287356322,"Units",8,1860.00276310682,7.52833325224744,2007,"NO","NO","NO","NO","NO","16",166.33183176024,"NO","YES","NO","NO","NO","NO",0.0679965365498535,NA
"293","Indonesia-2008",15.829529192557,51.1745528731076,60.4942728207259,25.6218853929796,9.6767,"Indonesia","2008",-3.85224502633455,"2008Q4",4,1541000.0445,31.1313796747205,0.000103713250285359,135791.81525,310378.25,726511.06525,726511.06525,77652.4315,110170.37725,626666.17075,814488.97925,536,7442,1764.614,5931,9.868,11.057,8.39,5.4e-05,2.2e-05,"EM",8.91489490890657,7.47568724856589,8.68794811183873,33.300968598736,32.5826717557252,33.7087614503817,"Units",9.25,2166.85416700025,7.68103170208687,2008,"YES","NO","NO","NO","NO","16",865.168982891298,"NO","YES","NO","NO","NO","NO",-0.00260037959540728,NA
"294","Indonesia-2009",17.3281691906735,50.9678902367817,63.2500903894813,27.3388609447762,6.2232,"Indonesia","2009",5.74795209578429,"2009Q4",4,1611962.6565,27.7817217315557,9.84676731049665e-05,115878.041,322909,720864.041,720864.041,129181.714,105101.525,656815.37675,891098.61575,536,4702,1861.668,3230,4.803,2.769,7.87,-1.644,1.84,"EM",8.45574322910002,7.52922813903905,8.0802374162167,37.4219646640445,31.5984942084942,33.6347776061776,"Units",6.5,2261.24722374577,7.72367180895674,2009,"YES","YES","NO","NO","NO","16",842.293469820322,"NO","YES","NO","NO","NO","NO",-0.0503361182432496,NA
"295","Indonesia-2010",18.1697386301896,52.7080651149774,67.0366930652134,28.8997790293399,4.3125,"Indonesia","2010",-1.74609753559599,"2010Q4",4,1635514.0745,24.9980712107163,0.000110771190146143,195134.43875,253107.25,726739.68875,726739.68875,177929.82575,137178.479,593666.081,908774.38575,536,6378,2003.475,4882,5.141,6.963,7.14,-1.242,0.000702,"EM",8.76060984757,7.60263845183513,8.49331025095291,35.8837315880877,22.494578313253,26.3612714859438,"Units",6.5,3122.36281521649,8.04634530675645,2010,"YES","YES","NO","NO","NO","16",530.08004736126,"NO","YES","NO","NO","NO","NO",-0.0532720741232562,NA
"296","Indonesia-2011",20.2055044662231,49.5813550440488,70.0897214717782,30.8619125906918,4.1508,"Indonesia","2011",4.59437674883754,"2011Q4",4,1745594.635,23.4181273947845,0.000113690356497248,215930.8545,238596,755782.1045,755782.1045,246780.545,137658.99875,605372.98625,989812.53025,536,6170,2171.519,4262,5.343,3.779,6.56,-0.000703,0.000189,"EM",8.72745411689943,7.68318220164878,8.35749381265856,35.6160830090791,24.2025793650794,30.0778968253968,"Units",6,3643.04393616102,8.20057485736982,2011,"YES","YES","NO","NO","NO","16",208.931492665299,"NO","YES","NO","NO","NO","NO",0.11107145300998,NA
"297","Indonesia-2012",22.9108503337688,48.7916428751503,73.1290419704962,33.5428490530749,3.4336,"Indonesia","2012",7.75018856489028,"2012Q4",4,1937219.85775,23.1807319135568,0.000105531837061116,244963.75625,264318.75,854902.75625,854902.75625,295874.574,159789.6525,626652.8755,1082317.1015,536,6030,2346.626,4546,3.981,3.655,6.14,-1.586,-2.657,"EM",8.70450228972123,7.76073383078837,8.42200300441249,34.7591144860162,17.8154901960784,24.5842854901961,"Units",5.75,3694.34894603237,8.21455961921944,2012,"YES","YES","NO","NO","NO","16",566.50360302195,"NO","YES","NO","NO","NO","NO",0.025676464047106,NA
"298","Indonesia-2013",25.1757628997024,50.0121378824044,75.7608766095422,35.9587680535437,5.4238,"Indonesia","2013",6.37493124212137,"2013Q4",4,2168127.25175,23.7020643304998,9.29394748003446e-05,283596.68525,293633.5,929716.93525,929716.93525,393669.7625,192946.991,651793.56275,1238410.3165,536,5557,2520.492,4118,6.411,8.078,6.25,-2.217,-3.176,"EM",8.62281367327992,7.83220939954423,8.32312288758773,35.2013623410023,14.2290310077519,18.533330620155,"Units",7.5,3623.91158235134,8.19530926905932,2013,"YES","YES","NO","NO","NO","16",828.864732348118,"NO","YES","NO","NO","NO","NO",-0.0773086081255922,96363.5312390833
"299","Indonesia-2014",29.1977793272913,49.2801679570654,77.0966955427447,39.348546722827,5.6248,"Indonesia","2014",6.79211858069728,"2014Q4",4,2534258.854,24.8269136074628,8.33775549915866e-05,341350.9255,347951.75,1051752.6755,1051752.6755,594485.43825,187682.50575,700338.23475,1482506.17875,536,5007,2695.668,3613,6.397,8.363,5.94,-2.146,-3.087,"EM",8.51859221232995,7.89940131904859,8.19229373114764,35.2515101603578,14.1312109375,18.281921875,"Units",7.75,3491.62479085767,8.15812246297852,2014,"YES","YES","NO","NO","NO","16",320.313379009023,"NO","YES","NO","NO","NO","NO",-0.135489922746203,108835.534561997
"300","Indonesia-2015",28.1748133849239,47.9283681427918,78.7196846420628,38.7502736149521,6.7236,"Indonesia","2015",8.34991063469469,"2015Q4",4,2985995.4035,26.7433043972358,7.30383864357341e-05,378745.012,440852.75,1189685.512,1189685.512,840454.243,193527.049,762328.5995,1796309.8915,536,4876,2856.55,3472,6.361,3.359,6.18,-2.604,-2.035,"EM",8.49208049060116,7.95736988194971,8.15248607578024,39.9883726135378,16.7210116731517,23.9926661478599,"Units",7.5,3331.69512758628,8.11123650077706,2015,"YES","YES","YES","NO","NO","16",526.525681333255,"NO","YES","NO","NO","NO","NO",-0.114682180470786,103268.247088719
"301","Indonesia-2016",32.2109546909155,48.8088383652724,81.6317377631591,42.5963607819939,5.5287,"Indonesia","2016",9.22443234413208,"2016Q4",4,3377782.562,28.0231988690573,7.56395631791559e-05,462532.3695,521974.25,1353174.6195,1353174.6195,1007729.09275,227426.72225,789452.127,2024607.94225,536,5033,3031.39,3851,3.527,3.021,5.61,-2.486,-1.819,"EM",8.52377150677636,8.01677653918628,8.25608813381491,42.8233538606091,15.863488372093,23.5903348837209,"Units",4.75,3562.84575641971,8.17831487430103,2016,"YES","YES","YES","YES","NO","16",248.484900429044,"NO","YES","NO","NO","NO","NO",-0.141558008882765,113493.392851059
"302","Indonesia-2017",33.2974196551587,48.7594182447475,84.926065682277,44.1068366590512,3.9136,"Indonesia","2017",6.50156399609036,"2017Q4",4,3790279.18725,28.8321760552337,7.45199448897861e-05,550971.70525,576686.25,1513887.95525,1513887.95525,1198011.9035,267302.86125,811076.468,2276391.2325,536,5070,3245.058,3920,3.809,3.608,5.5,-2.509,-1.595,"EM",8.53109609658523,8.08488850263023,8.27384693278451,38.8197326535585,11.0908914728682,14.7667779069768,"Units",4.25,3837.65173121117,8.25261593019163,2017,"YES","YES","YES","YES","YES","16",100.37766899578,"NO","YES","NO","NO","NO","NO",0.0343891031900963,126857.395382957
"303","Indonesia-2018",34.8932717452563,51.2711516725431,80.8949857351508,44.7753847854229,5.3408,"Indonesia","2018",6.46979669643636,"2018Q4",4,4311680.9995,30.0250348122123,6.95401095212626e-05,707271.186,634042,1732658.436,1732658.436,1381492.997,330806.39575,866723.17075,2579022.56375,536,5170,3495.968,4053,3.292,3.157,5.34,-1.75,-2.938,"EM",8.55062796750248,8.15936558341546,8.30721262662831,38.5953178423691,16.5691015625,16.331809375,"Units",6,3893.84642475571,8.26715274621135,2018,"YES","YES","YES","YES","YES","16",551.447529690856,"NO","YES","NO","NO","NO","NO",-0.015024411129473,117424.645942922
"304","Indonesia-2019",35.5721047315512,50.1333940608259,82.8955715052671,45.6170264257759,5.1455,"Indonesia","2019",8.62293924920878,"2019Q4",4,4655750.57675,30.0618002566356,7.08525721615352e-05,828509.8895,690953,1923383.8895,1923383.8895,1513281.29625,372862.2965,846223.0945,2732366.68725,536,5025,3735.644,3943,2.82,2.586,5.28,-2.229,-2.715,"EM",8.52218073292728,8.22567550572921,8.27969713387763,NA,15.3830078125,15.04932421875,"Units",5,4135.56926281554,8.32738026734512,2019,"YES","YES","YES","YES","YES","16",139.487161031285,"NO","YES","NO","NO","NO","NO",-0.0716109796606071,125339.390220657
"305","Ireland-2004",84.6827473200293,8.15452388368314,75.0137290800898,79.4966282264422,-0.475200000000001,"Ireland","2004",NA,"2004Q4",4,45.48775,29.8,1.260225,15.50625,4.93,20.4515,20.4515,10.887,9.3585,4.791,25.03625,178,6785,164844,4740,2.3,2.381,4.733,1.294,-9.8e-05,"AM",8.82246957226897,12.0127548511132,8.46379241468912,40.2843231723961,15.4567938931298,18.8862977099237,"Units",2,47631.0106571223,10.771239312489,2004,"NO","NO","NO","NO","NO","13",0.02668000125523,"NO","YES","NO","NO","NO","NO",NA,NA
"306","Ireland-2005",87.8663819737226,8.84023608356463,75.5587421607888,82.1816559014885,-1.1021,"Ireland","2005",NA,"2005Q4",4,45.4905,27.65,1.222375,14.429,4.87725,19.3305,19.3305,10.087,11.037,5.03625,26.16,178,5742,179739,3221,2.201,1.993,4.633,1.566,-3.543,"AM",8.65556286068101,12.099261077605,8.0774471493312,38.6397015224907,12.7798461538462,14.031135,"Units",2.25,50878.2236116364,10.8371902841112,2005,"NO","NO","NO","NO","NO","13",0.0323265814885837,"NO","YES","NO","NO","NO","NO",NA,NA
"307","Ireland-2006",88.5341807104239,10.6260635767139,77.3557319161593,83.213552321737,-0.749200000000001,"Ireland","2006",NA,"2006Q4",4,45.553,25.35,1.266175,13.9255,4.8575,18.80875,18.80875,11.31875,10.63025,4.795,26.744,178,5073,194572,2132,2.665,3.04,4.775,2.769,-5.351,"AM",8.53168763756669,12.1785575534895,7.66481578528574,39.3990625375586,12.7803846153846,16.5267488461538,"Units",3.5,54306.4293166897,10.9023979025351,2006,"NO","NO","NO","NO","NO","13",0.0243665588923474,"NO","YES","NO","NO","NO","NO",-0.0309643112792719,NA
"308","Ireland-2007",89.3570241925888,11.6235499928532,77.9452145325011,84.063806266864,0.4678,"Ireland","2007",NA,"2007Q4",4,47.84425,24.7,1.393075,16.9315,2.76125,19.75275,19.75275,10.93,12.05775,5.10425,28.0915,178,5291,210370,2352,2.898,3.267,5.008,0.000263,-6.507,"AM",8.57376254290413,12.2566231641281,7.76302130901852,38.749665246584,17.4525670498084,19.6144287356322,"Units",4,61359.7413812502,11.0245092212547,2007,"NO","NO","NO","NO","NO","13",0.0277013257381492,"NO","YES","NO","NO","NO","NO",0.0345923746717476,NA
"309","Ireland-2008",89.6243828932131,13.3510073457697,77.8940449880461,84.4067938332425,2.0537,"Ireland","2008",NA,"2008Q4",4,65.6275,34.175,1.4949,26.94075,2.19025,29.3145,29.3145,17.3855,12.075,6.85225,36.313,178,-4548,204708,-6048,3.119,1.327,6.8,-7.019,-6.239,"AM",NA,12.2293398524685,NA,37.0856082742485,32.5826717557252,33.7087614503817,"Units",2.5,61262.1005610307,11.0229166690746,2008,"YES","NO","NO","NO","NO","13",0.0506591085834863,"NO","YES","NO","NO","NO","NO",0.0910934443587029,NA
"310","Ireland-2009",87.3320013289929,17.3147159259707,77.13631062346,82.7659267223853,1.0022,"Ireland","2009",NA,"2009Q4",4,99.64775,56.55,1.412275,40.46225,8.9215,50.13725,50.13725,20.4325,22.61825,6.46,49.5105,178,-5105,195738,-5756,-1.684,-2.518,12.617,-13.826,-4.651,"AM",NA,12.184532309292,NA,36.5166650621263,31.5984942084942,33.6347776061776,"Units",1,52105.1524837739,10.8610191188933,2009,"YES","YES","NO","NO","NO","13",0.0377348282260518,"NO","NO","YES","YES","NO","NO",0.0681149240751889,NA
"311","Ireland-2010",86.9605955732599,16.8854411556476,77.156102490738,82.4406441588796,5.7645,"Ireland","2010",NA,"2010Q4",4,132.873,79.275,1.319,28.49875,30.1705,60.58725,60.58725,32.07125,24.2445,15.97025,72.28575,178,1761,201506,1294,-1.619,-0.000207,14.592,-32.066,-1.195,"AM",7.47363710849621,12.2135744366005,7.16549347506085,35.9406956320964,22.494578313253,26.3612714859438,"Units",1,48715.1768553933,10.7937459002622,2010,"YES","YES","NO","NO","NO","13",0.0347512855488028,"NO","NO","NO","YES","YES","NO",-0.0585048945849781,NA
"312","Ireland-2011",86.5425109816159,22.4213150046824,77.7016556702804,82.6713520827822,6.3308,"Ireland","2011",NA,"2011Q4",4,172.95025,101.95,1.37755,31.756,40.91825,75.2115,75.2115,35.381,14.839,47.5185,97.73875,178,0.339,206413,-0.026,1.195,1.449,15.417,-12.847,-1.646,"AM",-1.08175517160169,12.2376342951022,NA,35.856544303634,24.2025793650794,30.0778968253968,"Units",1,51848.9097301621,10.856089186053,2011,"YES","YES","NO","NO","NO","13",0.0241703884011374,"NO","NO","NO","NO","NO","YES",-0.0707164518574678,NA
"313","Ireland-2012",86.5186948977155,22.1090559151497,77.9300933176886,82.6722956398531,4.3396,"Ireland","2012",NA,"2012Q4",4,203.6325,117.325,1.30175,43.687,46.09025,92.23475,92.23475,30.61575,12.18,68.6025,111.39775,178,0.227,210850,-0.213,1.892,1.735,15.5,-8.099,-3.391,"AM",-1.48280526150073,12.2589022591747,NA,37.2956142348,17.8154901960784,24.5842854901961,"Units",0.75,48917.8975571766,10.7978986117144,2012,"YES","YES","NO","NO","NO","13",0.0200653932370865,"NO","NO","NO","NO","NO","YES",0.0425029944466626,NA
"314","Ireland-2013",86.455562045867,24.1017061877822,77.6995797568035,82.7397156398142,0.4848,"Ireland","2013",NA,"2013Q4",4,217.65525,122.95,1.329525,38.882,20.10675,90.80275,90.80275,33.11425,13.30175,80.4365,126.85225,178,1352,217450,0.789,0.000538,0.000301,13.775,-6.181,1.554,"AM",7.20934025660291,12.2897242180258,-0.236988958136263,36.6817690333394,14.2290310077519,18.533330620155,"Units",0.25,51590.1884453629,10.8510867869818,2013,"YES","YES","NO","NO","NO","13",0.0148147279281075,"NO","NO","NO","NO","NO","YES",-0.0582293067025159,1403.48133304167
