"","X","Gp","Ep","Sp","ESGIp","spreads","country","year","real_interest_rate","yearQ","quarter","total_debt","debt_to_GDP","fx","nonbank_domestic_debt","bank_domestic_debt","official_domestic_debt","domestic_debt","nonbank_foreign_debt","bank_foreign_debt","official_foreign_debt","foreign_debt","woe_country_code","GDP_cte","GDP_cur","GDP_per_cap_cte","inflation_mean","inflation_end","unemployment","lending_borroeing_rate","account_balance","develop","ln_GDP_cte","ln_GDP_cur","ln_GDP_per_cap_cte","taxes","vix_EUA","vix_EUR","Scale","nominal_rate","GDP_per_cap_cur_USD","ln_GDP_per_cap_cur","yearnum","post_08","post_09","post_15","post_16","post_17","ticker","fx_volatility","less_20","bet_20_40","bet_40_60","bet_60_80","bet_80_100","more_100","fx_return","int_liq"
"545","Switzerland-2004",96.9717879674697,57.5391413866299,79.6410121207942,94.1898577082304,-1.9042,"Switzerland","2004",NA,"2004Q4",4,230.328,47.5231304367028,0.814751550588963,177.23575,17.18975,204.3905,204.3905,5.965,13.235,6.7375,25.9375,146,2623,318606,1927,0.000801,1.289,3.879,-1.425,14.657,"AM",7.87207397986687,12.6717105086725,7.56371966841437,17.1879283179549,15.4567938931298,18.8862977099237,"Units",1.25,53340.147655778,10.884444565932,2004,"NO","NO","NO","NO","NO","6",0.0445790791743108,"NO","NO","YES","YES","NO","NO",NA,NA
"546","Switzerland-2005",94.7004864808059,58.6131777410828,80.8236032100616,92.7144176339148,-2.4201,"Switzerland","2005",NA,"2005Q4",4,230.28925,45.9185461116514,0.787721415767969,166.45975,18.3065,189.23125,189.23125,20.50825,14.36175,6.18825,41.058,146,3160,338912,2451,1.173,0.000975,3.763,-0.000673,13.417,"AM",8.05832730658096,12.7334957656434,7.80425138352811,18.3583311683719,12.7798461538462,14.031135,"Units",1.5,54952.6737181498,10.9142276159392,2005,"NO","NO","NO","NO","NO","6",0.0507615542460903,"NO","NO","YES","YES","NO","NO",NA,NA
"547","Switzerland-2006",95.5218329025793,56.4401100825458,81.9416116633537,93.4088073477863,-2.1812,"Switzerland","2006",NA,"2006Q4",4,220.7925,41.8529947271226,0.798519528235021,144.68025,17.615,165.26525,165.26525,32.88875,14.842,7.79675,55.52725,146,4076,363400,3462,1.064,0.000629,3.332,0.000855,14.275,"AM",8.31287139434261,12.8032594349442,8.14960173573616,19.4968066979364,12.7803846153846,16.5267488461538,"Units",2.5,57579.5019538092,10.9609219144902,2006,"NO","NO","NO","NO","NO","6",0.0330147458858738,"NO","NO","YES","YES","NO","NO",-0.034314332808436,NA
"548","Switzerland-2007",96.3749707383056,58.7755917036167,83.0668589684234,94.4990369549934,-0.9752,"Switzerland","2007",NA,"2007Q4",4,209.215,37.2244005210178,0.844330811218707,136.4605,16.9955,155.916,155.916,29.3135,14.68925,9.29625,53.299,146,4106,388485,3413,0.000735,2.022,2.766,1.604,10.042,"AM",8.32020459757888,12.8700098380058,8.13534694890671,20.0915194634538,17.4525670498084,19.6144287356322,"Units",3.25,63555.2374995504,11.0596646886355,2007,"NO","NO","NO","NO","NO","6",0.0373557264160968,"NO","YES","NO","NO","NO","NO",0.0135226654893709,NA
"549","Switzerland-2008",95.9252159084812,59.109108551388,83.9393264282118,94.3435507501702,-0.1173,"Switzerland","2008",1.28909309155947,"2008Q4",4,202.8715,34.2972694410424,0.959137022984963,143.897,17.15925,163.07125,163.07125,17.8805,12.7275,9.19175,39.80025,146,2111,404403,0.982,2.428,0.000719,2.577,1.931,2.297,"AM",7.65491704784832,12.9101671844986,-0.0181639706276712,23.0328674672161,32.5826717557252,33.7087614503817,"Units",1,72487.8459296849,11.19117418444,2008,"YES","NO","NO","NO","NO","6",0.0590305971358203,"NO","YES","NO","NO","NO","NO",0.0542575047303581,NA
"550","Switzerland-2009",95.5812566154618,59.446730253525,84.3214126000612,94.1747635890906,-1.9358,"Switzerland","2009",2.38037498186201,"2009Q4",4,193.364,32.5627906493742,0.93657866800944,156.74025,15.9895,174.59225,174.59225,6.3775,4.25175,8.1425,18.77175,146,-2229,398406,-3612,-0.00048,0.000296,3.701,0.000503,7.304,"AM",NA,12.8952268648201,NA,21.7825512586002,31.5984942084942,33.6347776061776,"Units",0.75,69927.4687701171,11.1552138234193,2009,"YES","YES","NO","NO","NO","6",0.0529454168158464,"NO","YES","NO","NO","NO","NO",0.119697404036144,NA
"551","Switzerland-2010",95.6894323729423,59.8005408669982,84.5253903596015,94.3299008319048,-1.5775,"Switzerland","2010",2.40850436600258,"2010Q4",4,186.71275,31.0589292473608,0.990037106140738,148.8505,16.39125,166.93925,166.93925,6.98875,4.65925,8.12575,19.7735,146,2875,414635,1765,0.000688,0.000535,3.516,0.000356,14.657,"AM",7.96380795323145,12.9351538941376,7.4759059693674,21.5539792832425,22.494578313253,26.3612714859438,"Units",0.75,74605.7210207051,11.219972472537,2010,"YES","YES","NO","NO","NO","6",0.0541404559643498,"NO","YES","NO","NO","NO","NO",-0.0240859158403297,NA
"552","Switzerland-2011",95.8829571587384,59.348654965148,85.0193426212551,94.5442243470416,-1.2132,"Switzerland","2011",2.36794165998601,"2011Q4",4,185.14025,30.051482608482,1.11594966915965,141.3455,17.67675,160.68225,160.68225,5.692,3.795,14.97125,24.458,146,1833,431055,0.746,0.000228,-0.000585,2.843,0.000735,7.821,"AM",7.5137092478397,12.9739909711532,-0.293029678778376,20.9984300578289,24.2025793650794,30.0778968253968,"Units",0.25,88415.6280609527,11.3898040210204,2011,"YES","YES","NO","NO","NO","6",0.0537151610846691,"NO","YES","NO","NO","NO","NO",0.0539963985185204,NA
"553","Switzerland-2012",97.6155163928578,62.3823972621928,85.3591794934318,96.2319152002989,-1.2314,"Switzerland","2012",2.86734175993172,"2012Q4",4,189.15375,30.301888467959,1.07847865711334,141.49975,17.2385,160.45575,160.45575,5.47275,3.64875,19.57675,28.698,146,1006,443744,-0.073,-0.000693,-0.000435,2.905,0.000382,10.682,"AM",6.91373735065968,13.0030030985536,NA,20.7860643255277,17.8154901960784,24.5842854901961,"Units",0.25,83538.2300783857,11.3330596513099,2012,"YES","YES","NO","NO","NO","6",0.0227640141704483,"NO","YES","NO","NO","NO","NO",0.112829965811749,NA
"554","Switzerland-2013",97.0135741907143,62.255120608827,85.9068043600289,95.8536781372246,-1.9552,"Switzerland","2013",2.66319691961664,"2013Q4",4,192.80375,30.4156481965224,1.08480412700205,138.7715,22.8555,163.1245,163.1245,4.6265,3.08425,21.9685,29.67925,146,1879,460014,0.815,-0.000216,8.1e-05,3.158,-0.000429,11.6,"AM",7.53849499941346,13.0390122027848,-0.204567165741274,21.2978357390191,14.2290310077519,18.533330620155,"Units",0.25,85112.4643984141,11.3517287715026,2013,"YES","YES","NO","NO","NO","6",0.0194192852177218,"NO","YES","NO","NO","NO","NO",-0.0347443241450956,495957.971555583
"555","Switzerland-2014",99.945707671691,62.5329240034655,86.1217095521331,98.2406092107686,-1.8522,"Switzerland","2014",3.33627305894467,"2014Q4",4,196.8675,30.4915709389728,1.07729777973886,137.00725,25.897,164.59425,164.59425,6.85075,4.567,20.85475,32.27325,146,2482,480158,1211,-1.2e-05,-0.000306,3.044,-0.000214,8.619,"AM",7.81681996576455,13.0818704953873,7.09920174355309,20.9498887818138,14.1312109375,18.281921875,"Units",0.25,86605.5633762421,11.369119334707,2014,"YES","YES","NO","NO","NO","6",0.0323059579693638,"NO","YES","NO","NO","NO","NO",0.00583097882028932,505462.638049809
"556","Switzerland-2015",98.4563391642668,65.2066529855895,86.130078784732,97.2820420911876,-2.3314,"Switzerland","2015",3.32799880790304,"2015Q4",4,197.33275,30.2289586162688,1.03457198875396,129.0195,31.05825,161.91775,161.91775,7.20525,4.8035,23.406,35.415,146,1266,491299,0.061,-1.142,-1.27,3.178,0.000645,11.26,"AM",7.14361760270412,13.1048081827384,-2.79688141480883,22.850584922276,16.7210116731517,23.9926661478599,"Units",-0.25,82081.5971239792,11.3154691183534,2015,"YES","YES","YES","NO","NO","6",0.0320880871484029,"NO","YES","NO","NO","NO","NO",-0.00696775525241829,566959.697217434
"557","Switzerland-2016",99.0532017681068,65.1670595338829,86.1171707663849,97.7487973963716,-2.6313,"Switzerland","2016",3.27119356859497,"2016Q4",4,193.3335,29.3249845805921,1.01870661006553,115.9395,45.13,162.9495,162.9495,4.147,10.9275,15.3095,30.384,146,1711,504879,0.624,-0.000434,3.4e-05,3.323,0.000328,9.85,"AM",7.44483327389219,13.1320740755875,-0.471604910612709,22.8129330577769,15.863488372093,23.5903348837209,"Units",-0.25,80172.2320747951,11.2919325004206,2016,"YES","YES","YES","YES","NO","6",0.0183189855547083,"NO","YES","NO","NO","NO","NO",-0.0412980357571369,640594.222569541
"558","Switzerland-2017",98.9093197427177,66.013866129091,85.7138606514691,97.6241239697523,-2.5544,"Switzerland","2017",3.22000669341868,"2017Q4",4,194.46525,29.1524153777434,1.02459643102088,118.85025,44.00575,164.656,164.656,3.36475,11.29875,15.14575,29.80925,146,1864,523977,0.739,0.000535,0.000882,3.088,1.225,6.414,"AM",7.53047999524554,13.1692030692101,-0.302457358033935,24.961570781434,11.0908914728682,14.7667779069768,"Units",-0.25,80449.9945608366,11.2953910848113,2017,"YES","YES","YES","YES","YES","6",0.0182886240989997,"NO","YES","NO","NO","NO","NO",-0.0155740411730629,767679.605225884
"559","Switzerland-2018",99.2277578756508,63.8604468033005,85.0320612633843,97.5644693321709,-2.9342,"Switzerland","2018",2.39113963459589,"2018Q4",4,192.308,28.186678385586,1.0235250140224,121.35775,41.71,164.86775,164.86775,4.7865,8.31725,14.336,27.44025,146,2744,551473,1969,0.000935,0.00072,2.547,1.391,8.212,"AM",7.91717198884578,13.2203481590883,7.58528107863913,24.8043714750005,16.5691015625,16.331809375,"Units",-0.25,82818.1081617471,11.3244020140682,2018,"YES","YES","YES","YES","YES","6",0.021850714348619,"NO","YES","NO","NO","NO","NO",0.00574843009113154,744166.803993725
"560","Switzerland-2019",97.6179822960039,64.4497215442543,85.331071520194,96.3975900132972,-2.3885,"Switzerland","2019",2.22812840367735,"2019Q4",4,186.515,25.8774031766252,1.01767518730748,118.637,40.73025,161.16725,161.16725,4.848,7.15275,13.34725,25.34775,146,0.917,566231,0.196,0.000361,0.000173,2.306,0.000888,12.246,"AM",-0.0866478067256722,13.2467574011325,-1.62964061975162,NA,15.3830078125,15.04932421875,"Units",-0.75,81993.7271494202,11.3143980251425,2019,"YES","YES","YES","YES","YES","6",0.0108950630186765,"NO","YES","NO","NO","NO","NO",-0.00104679122033945,804004.448231114
"561","Thailand-2004",42.8490611851294,36.6147092274503,69.2241620187537,47.5559520360375,0.5298,"Thailand","2004",0.949922531687859,"2004Q4",4,1727.13375,25.8175544849931,0.0248905669924871,691.0195,658.075,1469.0195,1469.0195,52.19375,7.04625,198.87375,258.11425,578,6289,625359,5672,2.761,2.861,2.108,1.106,1.596,"EM",8.7465573545435,13.346081163814,8.64329706821196,31.9862138719383,15.4567938931298,18.8862977099237,"Units",2,2660.1269982933,7.88612914435534,2004,"NO","NO","NO","NO","NO","30",0.941362612879626,"NO","YES","NO","NO","NO","NO",NA,NA
"562","Thailand-2005",43.288067823179,36.4337223410402,71.5536337318814,48.3513920795765,1.0039,"Thailand","2005",-0.354173197273538,"2005Q4",4,1816.8915,24.6693320477153,0.0246458083352734,828.7335,672.325,1621.4585,1621.4585,56.97375,10.612,127.8475,195.433,578,4188,671840,3602,4.519,5.828,1.858,2.173,-4.036,"EM",8.33997857199043,13.417775495918,8.1892445257359,32.8147596479992,12.7798461538462,14.031135,"Units",4,2894.06265596401,7.97041655725562,2005,"NO","NO","NO","NO","NO","30",1.12903537601685,"NO","YES","NO","NO","NO","NO",NA,NA
"563","Thailand-2006",38.3091738434824,37.3400331085299,81.7115819980772,46.501192819856,0.695799999999999,"Thailand","2006",1.11279460175694,"2006Q4",4,1943.8315,23.8625086252902,0.0265944877423836,957.2365,683.075,1778.4865,1778.4865,58.445,10.97675,95.92325,165.345,578,4968,726559,4365,4.664,3.63,1.517,1.867,1.044,"EM",8.51077262361331,13.496074969982,8.3813734682737,36.5818319752454,12.7803846153846,16.5267488461538,"Units",5,3369.54340286988,8.12253252540433,2006,"NO","NO","NO","NO","NO","30",1.10568435883095,"NO","YES","NO","NO","NO","NO",-0.00993104603768942,NA
"564","Thailand-2007",38.5032660875772,37.438554954319,78.7957777951518,46.0837927972628,0.9318,"Thailand","2007",3.48698568702785,"2007Q4",4,2048.02725,23.3160579314415,0.0290816491524437,1121.403,642.175,1962.653,1962.653,19.954,5.16575,60.2545,85.37425,578,5435,786628,4833,2.203,3.019,1.364,0.00022,5.927,"EM",8.60061479955531,13.5755107345833,8.48322267184508,37.0546863387793,17.4525670498084,19.6144287356322,"Units",3.25,3973.01699148237,8.28728103254403,2007,"NO","NO","NO","NO","NO","30",1.45824411324992,"NO","YES","NO","NO","NO","NO",0.0732738086924896,NA
"565","Thailand-2008",37.9716613666725,37.442097989789,81.0360842818714,46.1081604786341,0.4467,"Thailand","2008",0.654506894891986,"2008Q4",4,2148.6905,22.4780719870892,0.02992919032991,1205.21,598.925,2048.435,2048.435,53.6065,5.06325,41.586,100.2555,578,1726,815766,1133,5.462,0.000469,1.372,0.000801,0.000319,"EM",7.45356187164337,13.6118828281155,7.03262426102801,38.9709098862642,32.5826717557252,33.7087614503817,"Units",2.75,4379.65852387961,8.38472603774669,2008,"YES","NO","NO","NO","NO","30",1.59697287792997,"NO","YES","NO","NO","NO","NO",0.085523396456047,NA
"566","Thailand-2009",38.3546606188773,37.3821958363217,85.7260478292354,47.3380164520713,0.3472,"Thailand","2009",4.57231980497401,"2009Q4",4,2500.6135,26.1624227597914,0.0293671221867243,1317.58475,769.15,2380.58475,2380.58475,79.02375,4.39875,36.606,120.02875,578,-0.691,816309,-1251,-0.000848,3.501,1.5,-2.214,7.877,"EM",NA,13.612548238737,NA,37.8388714420349,31.5984942084942,33.6347776061776,"Units",1.25,4213.00633872183,8.34593176654039,2009,"YES","YES","NO","NO","NO","30",0.881887217319178,"NO","YES","NO","NO","NO","NO",0.0283182126921512,NA
"567","Thailand-2010",38.0517065828109,36.3022426093021,87.7822628597704,47.4181183964711,0.4325,"Thailand","2010",0.243128638611462,"2010Q4",4,2884.1865,27.5728617961764,0.0319756468519867,1497.563,884.475,2686.788,2686.788,156.87325,7.1595,33.36625,197.3985,578,7513,887868,6894,3.286,3.078,1.05,-1.07,3.367,"EM",8.92439013236916,13.6965783622764,8.83840674707681,33.2223210588007,22.494578313253,26.3612714859438,"Units",2,5076.34017438708,8.5323458428195,2010,"YES","YES","NO","NO","NO","30",1.16675668087177,"NO","YES","NO","NO","NO","NO",-0.0191393674740033,NA
"568","Thailand-2011",40.3892031385632,37.9078964911705,88.2758119248819,49.4983399342955,1.4108,"Thailand","2011",1.2766820317925,"2011Q4",4,3063.93275,27.3084092514285,0.0322923723270918,1556.017,925.525,2767.142,2767.142,253.0075,11.6865,32.0965,296.79075,578,0.84,914030,0.398,3.811,3.533,0.000658,9.4e-05,2.542,"EM",-0.174353387144778,13.7256186726547,-0.921303273697699,38.0197479585658,24.2025793650794,30.0778968253968,"Units",3.25,5492.12125590558,8.61106984528681,2011,"YES","YES","NO","NO","NO","30",0.454600427764258,"NO","YES","NO","NO","NO","NO",0.0815784799393467,NA
"569","Thailand-2012",41.1937378902406,37.6644582841484,89.1770388843651,50.2943904403645,1.7526,"Thailand","2012",3.21675712469183,"2012Q4",4,3451.4525,29.3211478945733,0.0322315354734848,1555.1645,1165.05,2994.8645,2994.8645,409.31475,13.36925,33.90375,456.588,578,7243,999034,6791,3.013,3.623,0.000675,-0.00086,-1.232,"EM",8.88779076419533,13.8145440910856,8.82335348511379,36.8620991752023,17.8154901960784,24.5842854901961,"Units",2.75,5860.58250725599,8.67600428159941,2012,"YES","YES","NO","NO","NO","30",0.472156159776208,"NO","YES","NO","NO","NO","NO",0.00980805844479192,NA
"570","Thailand-2013",41.0600662950865,37.2141041362142,91.5068690768231,50.6144277774766,0.8688,"Thailand","2013",3.22433498210821,"2013Q4",4,3705.77475,28.9855105423156,0.0321444697276442,1557.46075,1262.15,3071.03575,3071.03575,559.73575,14.78975,60.21375,634.739,578,2687,1043.881,2272,2.185,1.672,7e-04,0.000516,-2.102,"EM",7.89618060861549,6.95070077727151,7.72841577984104,35.4084856733807,14.2290310077519,18.533330620155,"Units",2.25,6168.26298501219,8.72717255133362,2013,"YES","YES","NO","NO","NO","30",1.06408204821391,"NO","YES","NO","NO","NO","NO",-0.00188749473809989,161328.173498308
"571","Thailand-2014",41.3900534445713,37.536431835945,93.8087505687543,51.3592918119185,0.5578,"Thailand","2014",3.45782180510463,"2014Q4",4,3943.53725,30.1243973834108,0.0307154227282625,1658.915,1397.05,3287.14,3287.14,567.318,16.879,72.2,656.39725,578,0.984,1073.667,0.623,1.896,0.000602,8e-04,-0.000801,2.858,"EM",-0.0161293819298836,6.97883517112563,-0.473208760194684,33.7727116321554,14.1312109375,18.281921875,"Units",2,5951.88370233604,8.69146303706398,2014,"YES","YES","NO","NO","NO","30",0.343411564591007,"NO","YES","NO","NO","NO","NO",-0.00270857620543414,151253.340027006
"572","Thailand-2015",41.2474510916214,37.1884007374421,95.3660961461815,51.5272065226811,0.2306,"Thailand","2015",3.98096749311385,"2015Q4",4,4184.80725,30.9334765375422,0.0288820864289267,1742.89275,1523.025,3519.86775,3519.86775,585.57675,0.8975,78.46525,664.9395,578,3134,1118.843,2766,-9e-04,-0.000857,9e-04,0.000132,6.916,"EM",8.05006542291597,7.0200503946257,7.9251575122247,31.6889082010818,16.7210116731517,23.9926661478599,"Units",1.5,5840.04652294326,8.67249404204795,2015,"YES","YES","YES","NO","NO","30",1.40644785249231,"NO","YES","NO","NO","NO","NO",-0.0465253892816127,151265.956382606
"573","Thailand-2016",41.7341410056918,40.6946315582913,98.6595059429674,52.853825549064,0.2037,"Thailand","2016",1.76340109451424,"2016Q4",4,4437.38175,31.154859764266,0.0283825308275262,1888.1415,1604.25,3774.3915,3774.3915,563.638,8.6685,90.68375,662.99025,578,3429,1169.193,3092,0.000188,1.126,1,0.000569,10.505,"EM",8.14002395246292,7.06406904621951,8.03657340970731,30.8711281942596,15.863488372093,23.5903348837209,"Units",1.5,5994.23147547156,8.69855286499408,2016,"YES","YES","YES","YES","NO","30",0.443683668431337,"NO","YES","NO","NO","NO","NO",-0.0634765879482857,166157.164486519
"574","Thailand-2017",43.2144871163351,40.9973683980309,99.1989719692869,54.1578209928033,-0.0814000000000004,"Thailand","2017",2.38992033886663,"2017Q4",4,4869.805,32.152746082118,0.0297556852741871,2106.65075,1676.575,4112.35075,4112.35075,659.4155,4.97775,93.061,757.45425,578,4066,1239.649,3774,0.000665,0.000775,1.2,-0.000425,9.631,"EM",8.31041499418829,7.12258355401263,8.2358907259285,30.0906986407315,11.0908914728682,14.7667779069768,"Units",1.5,6592.91490169864,8.79375085165834,2017,"YES","YES","YES","YES","YES","30",0.901682358804708,"NO","YES","NO","NO","NO","NO",-0.0176008124305815,196120.620197399
"575","Thailand-2018",43.0961350528995,42.2461778318786,99.6999375881358,54.2658911623986,-0.2012,"Thailand","2018",2.64347447861252,"2018Q4",4,5342.8525,33.2890753047509,0.0309609147952856,2290.4955,1804.35,4491.6455,4491.6455,755.46675,10.889,84.8515,851.207,578,4151,1322.561,3931,1.064,0.000355,1.1,6.4e-05,5.619,"EM",8.33110454805304,7.18732528743245,8.27664912542186,30.5929052654115,16.5691015625,16.331809375,"Units",1.75,7295.47561612095,8.89500965638075,2018,"YES","YES","YES","YES","YES","30",0.707061671682883,"NO","YES","NO","NO","NO","NO",0.0461476330996164,199296.461437522
"576","Thailand-2019",45.5042575712814,43.0058221419987,100,56.294315125365,-0.4395,"Thailand","2019",3.31160622531902,"2019Q4",4,5673.9245,33.9321653131779,0.0324532042847571,2519.036,1844.125,4745.411,4745.411,839.5605,7.494,81.459,928.5135,578,2372,1377.535,2190,0.000706,0.000875,1.1,-0.000816,6.862,"EM",7.77148876011762,7.22805094905274,7.69165682281055,NA,15.3830078125,15.04932421875,"Units",1.25,7808.19291629949,8.96292883530557,2019,"YES","YES","YES","YES","YES","30",0.635368941604634,"NO","YES","NO","NO","NO","NO",0.0389274518878896,216816.656654641
"577","United Kingdom-2004",88.15548094232,11.5350230049288,77.7584534161162,83.0681484383697,0.3188,"United Kingdom","2004",1.78621565884822,"2004Q4",4,478.42375,36.925,1.84407539144615,367.81375,19.02525,402.94875,402.94875,25.443,3.55575,46.4765,75.475,112,2374,1913.059,1839,1.344,1.436,4.75,-3.071,-2.324,"AM",7.77233157516961,7.5564588105747,7.51697722460432,36.5411580475307,15.4567938931298,18.8862977099237,"Units",4.75,40290.3139710116,10.6038663709327,2004,"NO","NO","NO","NO","NO","14",0.0122481086402668,"NO","YES","NO","NO","NO","NO",NA,NA
"578","United Kingdom-2005",86.2271946044496,12.1593094561947,79.3274253029946,81.9041987796118,-0.2911,"United Kingdom","2005",2.08772080817564,"2005Q4",4,529.5595,38.75,1.79107530215402,394.51325,23.8075,433.63425,433.63425,22.171,5.09025,68.66425,95.92525,112,3180,2035.371,2389,2.057,2.127,4.825,-3.148,-1.949,"AM",8.06463647577422,7.61843339084263,7.77863014732581,37.474785238015,12.7798461538462,14.031135,"Units",4.5,42030.2866138136,10.6461457472434,2005,"NO","NO","NO","NO","NO","14",0.0189188665904703,"NO","YES","NO","NO","NO","NO",NA,NA
"579","United Kingdom-2006",89.4898039846745,12.5793290912133,80.3319835261421,84.7212702780341,0.0387999999999993,"United Kingdom","2006",1.82058608778788,"2006Q4",4,577.67075,39.925,1.8506258760354,421.66,20.23425,457.57275,457.57275,22.56225,6.4905,91.0455,120.098,112,2788,2155.438,2089,2.329,2.715,5.425,-2.77,-2.787,"AM",7.93307977188041,7.67574923014558,7.64444076155657,38.3627453679487,12.7803846153846,16.5267488461538,"Units",5,44599.6975685697,10.7054823570114,2006,"NO","NO","NO","NO","NO","14",0.0205710302301135,"NO","YES","NO","NO","NO","NO",-0.0295912121776159,NA
